DATA, 10000000, 100, elf36, 681.381000
DATA, 10000000, 100, elf36, 764.172000
DATA, 10000000, 100, elf32, 691.808000
DATA, 10000000, 100, elf27, 693.001000
DATA, 10000000, 100, elf20, 699.716000
DATA, 10000000, 100, elf35, 694.854000
DATA, 10000000, 100, elf09, 699.666000
DATA, 10000000, 100, elf25, 692.402000
DATA, 10000000, 100, elf27, 691.976000
DATA, 10000000, 100, elf27, 697.874000
DATA, 10000000, 100, elf20, 694.430000
DATA, 10000000, 100, elf20, 693.878000
DATA, 10000000, 100, elf20, 694.224000
DATA, 10000000, 100, elf20, 692.644000
DATA, 10000000, 100, elf09, 692.173000
DATA, 10000000, 100, elf09, 698.153000
DATA, 10000000, 100, elf35, 695.137000
DATA, 10000000, 100, elf09, 693.428000
DATA, 10000000, 100, elf35, 694.635000
DATA, 10000000, 100, elf09, 693.340000
DATA, 10000000, 100, elf09, 692.492000
DATA, 10000000, 100, elf32, 691.933000
DATA, 10000000, 100, elf32, 693.085000
DATA, 10000000, 100, elf32, 698.673000
DATA, 10000000, 100, elf25, 692.352000
DATA, 10000000, 100, elf25, 693.218000
DATA, 10000000, 100, elf27, 691.013000
DATA, 10000000, 100, elf32, 693.936000
DATA, 10000000, 100, elf20, 780.688000
DATA, 10000000, 100, elf32, 778.446000
DATA, 10000000, 100, elf20, 780.419000
DATA, 10000000, 100, elf32, 780.491000
DATA, 10000000, 100, elf27, 777.824000
DATA, 10000000, 100, elf20, 780.707000
DATA, 10000000, 100, elf32, 776.492000
DATA, 10000000, 100, elf35, 781.889000
DATA, 10000000, 100, elf09, 775.471000
DATA, 10000000, 100, elf27, 776.606000
DATA, 10000000, 100, elf09, 779.278000
DATA, 10000000, 100, elf09, 777.454000
DATA, 10000000, 100, elf35, 780.169000
DATA, 10000000, 100, elf27, 783.409000
DATA, 10000000, 100, elf09, 776.882000
DATA, 10000000, 100, elf35, 781.262000
DATA, 10000000, 100, elf09, 779.255000
DATA, 10000000, 100, elf25, 776.635000
DATA, 10000000, 100, elf35, 779.429000
DATA, 10000000, 100, elf09, 779.880000
DATA, 10000000, 100, elf35, 781.006000
DATA, 10000000, 100, elf35, 783.984000
DATA, 10000000, 100, elf27, 777.302000
DATA, 10000000, 100, elf09, 782.522000
DATA, 10000000, 100, elf20, 778.736000
DATA, 10000000, 100, elf20, 779.695000
DATA, 10000000, 100, elf25, 780.404000
DATA, 10000000, 100, elf09, 778.194000
DATA, 10000000, 100, elf35, 778.060000
DATA, 10000000, 100, elf35, 780.117000
DATA, 10000000, 100, elf27, 778.095000
DATA, 10000000, 100, elf25, 783.813000
DATA, 10000000, 100, elf27, 781.756000
DATA, 10000000, 100, elf35, 780.437000
DATA, 10000000, 100, elf27, 776.460000
DATA, 10000000, 100, elf20, 782.091000
DATA, 10000000, 100, elf20, 779.319000
DATA, 10000000, 100, elf27, 779.909000
DATA, 10000000, 100, elf25, 780.974000
DATA, 10000000, 100, elf20, 777.878000
DATA, 10000000, 100, elf32, 780.340000
DATA, 10000000, 100, elf25, 778.133000
DATA, 10000000, 100, elf25, 780.347000
DATA, 10000000, 100, elf25, 778.986000
DATA, 10000000, 100, elf25, 780.255000
DATA, 10000000, 100, elf25, 778.369000
DATA, 10000000, 100, elf09, 786.172000
DATA, 10000000, 100, elf25, 778.388000
DATA, 10000000, 100, elf27, 778.846000
DATA, 10000000, 100, elf25, 779.152000
DATA, 10000000, 100, elf27, 779.631000
DATA, 10000000, 100, elf32, 783.599000
DATA, 10000000, 100, elf25, 780.236000
DATA, 10000000, 100, elf32, 781.637000
DATA, 10000000, 100, elf32, 781.567000
DATA, 10000000, 100, elf32, 778.837000
DATA, 10000000, 100, elf35, 700.234000
DATA, 10000000, 100, elf27, 782.916000
DATA, 10000000, 100, elf32, 782.690000
DATA, 10000000, 100, elf32, 783.752000
DATA, 10000000, 100, elf20, 779.938000
